filename	minor	major	total	ownership
src/boot/driver/x86/glue.ml	0	1	1	1.0
mk/libuv/x86_64/unix/freebsd/src/libuv/run-benchmarks.target.mk	0	5	5	0.5833333333333334
src/rt/sundown/Makefile.win	0	2	2	0.9310344827586207
src/rt/arch/mipsel/record_sp.S	3	3	6	0.6206896551724138
src/test/compile-fail/match-range-fail-dominate.rs	5	3	8	0.5432098765432098
src/libstd/sys/unix/mod.rs	38	4	42	0.4345137717818999
src/test/run-pass/linked-failure.rs	0	5	5	0.6923076923076923
src/rt/libuv/ev/README	0	2	2	0.5
src/test/compile-fail/regions-return-stack-allocated-vec.rs	3	2	5	0.6842105263157895
src/test/compile-fail/hidden-rt-injection.rs	3	1	4	0.85
src/test/compile-fail/E0445.rs	2	4	6	0.3561643835616438
src/libcoretest/num/i8.rs	4	2	6	0.5227272727272727
src/test/auxiliary/namespaced_enum_emulate_flat.rs	9	4	13	0.3712871287128713
src/test/run-pass/unique-decl-move-temp.rs	7	3	10	0.7297297297297297
src/test/compile-fail/moves-based-on-type-move-out-of-closure-env-issue-1965.rs	10	2	12	0.5071428571428571
mk/libuv/arm/unix/android/src/libuv/run-benchmarks.target.mk	0	7	7	0.4375
src/test/compile-fail/deriving-span-PartialOrd-enum.rs	4	3	7	0.5625
src/libsyntax/feature_gate.rs	77	4	81	0.44569918308505524
src/libcore/uniq.rs	0	4	4	0.38461538461538464
src/test/compile-fail/object-pointer-types.rs	9	2	11	0.8347107438016529
src/test/compile-fail/writing-through-uninit-vec.rs	0	7	7	0.3
src/test/run-pass/macro-use-both.rs	4	3	7	0.5652173913043478
src/test/run-pass/iter-sum-overflow-ndebug.rs	4	3	7	0.6428571428571429
src/test/run-pass/swap-1.rs	15	3	18	0.553921568627451
src/test/run-pass/trait_mix/u_trait_mix.rs	0	2	2	0.8333333333333334
src/test/compile-fail/warn-native-int-types.rs	0	2	2	0.5
src/test/compile-fail/huge-struct.rs	1	1	2	0.9523809523809523
src/test/codegen-units/item-collection/unused-traits-and-generics.rs	0	4	4	0.5
src/doc/book/variable-bindings.md	11	5	16	0.4068441064638783
src/test/run-make/sepcomp-separate/Makefile	3	2	5	0.5851063829787234
src/test/run-pass/blind-item-mixed-use-item.rs	5	4	9	0.42028985507246375
src/test/compile-fail/lint-malformed.rs	4	3	7	0.7402597402597403
doc/po/ja/guide-rustpkg.md.po	3	1	4	0.9142857142857143
src/test/auxiliary/struct_variant_xc_aux.rs	13	4	17	0.6346863468634686
src/librustc_borrowck/borrowck/mir/gather_moves.rs	15	6	21	0.4236983842010772
src/doc/style/safety/lib-guarantees.md	5	6	11	0.3
src/librustpkg/testsuite/pass/src/c-dependencies/pkg.rs	10	1	11	0.8956521739130435
src/test/compile-fail/regions-outlives-nominal-type-struct-region-rev.rs	1	2	3	0.8636363636363636
src/test/compile-fail/issue-4096.rs	2	1	3	0.92
src/libsyntax_ext/concat_idents.rs	12	6	18	0.4430379746835443
src/test/incremental/struct_remove_field.rs	3	4	7	0.4725274725274725
src/librustc/middle/typeck.rs	0	4	4	0.5
src/test/run-pass/utf8_idents.rs	22	3	25	0.532319391634981
src/test/auxiliary/issue-17718-aux.rs	2	3	5	0.38461538461538464
src/test/compile-fail/regions-in-structs-anon.rs	0	4	4	0.7058823529411765
src/test/run-pass/break.rs	24	3	27	0.5181818181818182
src/test/compile-fail/regions-ref-in-fn-arg.rs	8	3	11	0.5089820359281437
src/test/run-pass/cmp-default.rs	8	3	11	0.5084033613445378
src/libstd/sys/unix/backtrace/printing/dladdr.rs	3	2	5	0.8297872340425532
src/test/run-pass/box-unbox.rs	16	3	19	0.654639175257732
src/librustc_metadata/tydecode.rs	19	5	24	0.4889753566796368
src/etc/platform-intrinsics/arm.json	6	3	9	0.6
src/test/run-pass/issue-24972.rs	3	3	6	0.7088607594936709
src/test/run-pass/issue-6117.rs	9	4	13	0.5531914893617021
src/test/auxiliary/trait_inheritance_cross_trait_call_xc_aux.rs	8	4	12	0.4172661870503597
src/libcore/num/flt2dec/strategy/dragon.rs	9	4	13	0.6023622047244095
src/doc/book/if.md	2	3	5	0.75
src/test/compile-fail/issue-3680.rs	16	4	20	0.5833333333333334
src/test/run-pass/builtin-superkinds-capabilities.rs	9	3	12	0.4982698961937716
src/librustc_typeck/collect.rs	59	4	63	0.4314977387603086
src/test/rustdoc/auxiliary/issue-21801.rs	0	2	2	0.6666666666666666
src/test/compile-fail-fulldeps/rustc-macro/signature.rs	4	4	8	0.5753424657534246
src/test/run-pass/export-non-interference3.rs	12	5	17	0.5288461538461539
src/test/compile-fail/issue-29181.rs	1	2	3	0.6428571428571429
src/test/compile-fail-fulldeps/syntax-extension-hexfloat-bad-types.rs	2	1	3	0.9230769230769231
src/test/codegen-units/tuple-drop-glue.rs	2	3	5	0.48360655737704916
src/test/compile-fail/macro-invocation-dot-help.rs	3	2	5	0.6607142857142857
src/librustc_metadata/rbml/writer.rs	0	1	1	1.0
src/libstd/owned.rs	7	1	8	0.8803418803418803
src/bootstrap/build/config.rs	7	4	11	0.5638297872340425
src/test/parse-fail/keyword-pub-as-identifier.rs	6	3	9	0.5454545454545454
src/test/run-pass/import-from-foreign.rs	0	6	6	0.5454545454545454
src/test/run-pass/cfg-match-arm.rs	4	4	8	0.36046511627906974
src/test/ui/span/typo-suggestion.stderr	4	4	8	0.3793103448275862
doc/tutorial/setup.md	0	1	1	1.0
src/test/bench/spawnone.rs	4	3	7	0.44761904761904764
src/test/incremental/struct_change_field_type.rs	3	4	7	0.4725274725274725
src/test/run-pass/issue-2804-2.rs	16	3	19	0.6105919003115264
src/rt/libuv-auto-clean-trigger	1	2	3	0.6981132075471698
src/test/run-pass/overloaded-index.rs	7	3	10	0.4379310344827586
src/test/parse-fail/pat-lt-bracket-1.rs	0	3	3	0.3333333333333333
src/test/debuginfo/multiple-functions.rs	11	3	14	0.4947916666666667
src/test/run-pass/aux/static-methods-crate.rs	0	1	1	1.0
src/test/run-pass/trait-default-method-bound-subst4.rs	15	3	18	0.42028985507246375
src/test/compile-fail/paren-span.rs	1	4	5	0.4489795918367347
src/test/bench/graph500-bfs.rs	33	2	35	0.6073211314475874
src/test/run-pass/trait-inheritance-num3.rs	17	2	19	0.6214285714285714
src/test/compile-fail/useless-pub.rs	3	4	7	0.6363636363636364
src/test/ui/compare-method/region-unrelated.stdout	1	2	3	0.6388888888888888
mk/cfg/mips-unknown-linux-gnu.mk	8	3	11	0.5988023952095808
src/test/run-pass/test-runner-hides-buried-main.rs	2	2	4	0.75
src/test/compile-fail/coherence-cow-no-cover.rs	6	3	9	0.3567251461988304
src/test/compile-fail/cfg-attr-crate-2.rs	5	3	8	0.5230769230769231
src/test/compile-fail/liveness-use-after-send.rs	19	3	22	0.5552407932011332
src/test/compile-fail/E0529.rs	3	3	6	0.4305555555555556
src/test/run-pass/issue-33537.rs	2	3	5	0.453125
src/libcore/unit.rs	2	5	7	0.3888888888888889
src/test/bench/shootout-nbody.rs	46	3	49	0.5170250896057348
src/test/compile-fail/kindck-proc-bounds.rs	2	3	5	0.4146341463414634
src/test/rustdoc/issue-35169.rs	3	3	6	0.7317073170731707
src/test/compile-fail/E0282.rs	1	3	4	0.5094339622641509
src/libbacktrace/aclocal.m4	6	1	7	0.8181818181818182
src/test/run-pass/traits-default-method-trivial.rs	13	3	16	0.5103448275862069
src/test/compile-fail/trailing-carriage-return-in-string.rs	3	4	7	0.29850746268656714
src/test/auxiliary/issue-9968.rs	4	3	7	0.44155844155844154
src/test/auxiliary/llvm_pass_plugin.rs	7	3	10	0.5426829268292683
src/test/run-pass/issue-2895.rs	24	3	27	0.4785100286532951
src/test/compile-fail/unsafe-alt.rs	3	5	8	0.21739130434782608
